Post.Office,State,County,Established,Discontinued,Latitude,Longitude
MORGAN HILL,CA,Santa Clara,1893,,37.1204978,-121.6464886
MOSQUITE,OR,Malheur,1893,1911,44.1832195,-116.974609
NEWARK,TX,Wise,1893,,33.0038357,-97.4854049
NIAGARA,OR,Marion,1893,1934,44.7578997,-122.3361908
NOBLE,OR,Marion,1893,1908,45.0012331,-122.6392537
OKEENE,OK,Blaine,1893,,36.1172157,-98.3156552
ONEONTA,OR,Multnomah,1893,1894,45.587618,-122.0850854
ORCHARD,TX,Fort Bend,1893,,29.6033102,-95.9706426
OROVILLE,WA,Okanogan,1893,,48.9375661,-119.439233
OTIS,NM,Eddy,1893,1910,32.3512303,-104.1685557
PAGE,OR,Multnomah,1893,1895,45.5176202,-122.2792571
PALO CEDRO,CA,Shasta,1893,,40.5618755,-122.2403269
PASADENA,TX,Harris,1893,,29.6925857,-95.2004217
PAWNEE,OK,Pawnee,1893,,36.339372,-96.8053587
PEARLAND,TX,Brazoria,1893,,29.5604597,-95.2812125
PERRY,OK,Noble,1893,,36.2868436,-97.2878797
PFLUGERVILLE,TX,Travis,1893,,30.4445214,-97.6390457
PINE RIDGE,SD,Shannon,1893,,43.025345,-102.555882
PLACENTIA,CA,Orange,1893,,33.8864416,-117.8625123
PLATTE CENTER,NE,Platte,1893,,41.5384373,-97.4865867
POINT LOMA,CA,San Diego,1893,1936,32.721012,-117.2315283
POLLOCK,ID,Idaho,1893,,45.3126847,-116.3591862
PONDER,TX,Denton,1893,,33.182958,-97.2892418
PONSONBY,MT,Beaverhead,1893,1895,45.7082588,-113.0258723
PORCUPINE,SD,Shannon,1893,,43.2402165,-102.3303785
PORT BOLIVAR,TX,Galveston,1893,,29.3891913,-94.7512825
PORTAL,ND,Burke,1893,,48.9965077,-102.5487334
PRAIRIE CENTER,NE,Buffalo,1893,1902,40.8589008,-99.0550873
PRESTON,WA,King,1893,,47.5253239,-121.9359212
PROSPECT,NV,Eureka,1893,1918,39.454929,-116.0170031
PROSPER,TX,Collin,1893,,33.2357283,-96.801343
PROSPER,OR,Coos,1893,1929,43.1473314,-124.3737253
RHODES,NV,Mineral,1893,1911,38.2782603,-118.0970609
ROBERTSON,WY,Uinta,1893,,41.1854528,-110.4173315
ROSANKY,TX,Bastrop,1893,,29.9300279,-97.2935563
ROSBURG,WA,Wahkiakum,1893,,46.3356392,-123.6373573
ROZEL,KS,Pawnee,1893,,38.1948875,-99.4008934
SANDPOINT,ID,Bonner,1893,,48.274259,-116.5511792
SAVO,SD,Brown,1893,1915,45.9069148,-98.2509352
SHATTUCK,OK,Ellis,1893,,36.2716346,-99.8817816
SHELLEY,ID,Bingham,1893,,43.3794337,-112.1268498
SHESTAK,NE,Saline,1893,1894,40.5680599,-96.9633619
SKYKOMISH,WA,King,1893,,47.7075286,-121.35834
SMITHFIELD,OR,Polk,1893,1899,44.9834509,-123.2642691
SOMIS,CA,Ventura,1893,,34.2567167,-118.9964247
SPRINGBROOK,OR,Yamhill,1893,1953,45.317618,-122.9456559
STANFORD,OR,Lincoln,1893,1897,44.4353971,-124.0745638
STANFORD UNIVERSITY,CA,Santa Clara,1893,1927,37.4243898,-122.1689341
STEPTOE,NV,White Pine,1893,1940,39.6263246,-114.9036354
STIGLER,OK,Haskell,1893,,35.2548848,-95.1250826
SUNNYSIDE,MT,Cascade,1893,1911,47.5567331,-111.5478311
TEHACHAPI,CA,Kern,1893,,35.1448795,-118.4529083
TESCOTT,KS,Ottawa,1893,,39.0101426,-97.8755179
TEXAS CITY,TX,Galveston,1893,,29.3955847,-94.9244698
TIVOLI,TX,Refugio,1893,,28.4561581,-96.8898467
TOP O DEEP,MT,Granite,1893,1894,46.8243771,-113.2592372
TRAIL,OR,Jackson,1893,,42.6475,-122.8107572
TROY,MT,Lincoln,1893,,48.4648872,-115.8917587
TRYON,NE,McPherson,1893,,41.553376,-100.9579296
TULE LAKE,OR,Klamath,1893,1922,42.0104302,-121.5788826
TURKEY,TX,Hall,1893,,34.39303,-100.894628
UNAVILLA,OR,Clackamas,1893,1895,45.4240095,-122.2648102
VEBLEN,SD,Marshall,1893,,45.8617585,-97.2877514
VELVA,ND,McHenry,1893,,48.0577312,-100.9295626
VIBORG,SD,Turner,1893,,43.1700939,-97.0818905
VICHY SPRINGS,CA,Mendocino,1893,1936,39.1668366,-123.1580593
VICTOR,ID,Teton,1893,,43.6008313,-111.1108278
VICTOR,OR,Wasco,1893,1912,45.1865071,-121.2011745
WAITSBURG,WA,Walla Walla,1893,,46.2696521,-118.1552041
WAKITA,OK,Grant,1893,,36.8831306,-97.9213115
WATKINS,OR,Jackson,1893,1920,42.0415136,-123.1386592
WAUKOMIS,OK,Garfield,1893,,36.280462,-97.8941944
WEATHERFORD,OK,Custer,1893,,35.5273452,-98.7074274
WEBSTER,TX,Harris,1893,,29.5416838,-95.1312873
WETUMKA,OK,Hughes,1893,,35.2381148,-96.2413865
WHITE OWL,SD,Meade,1893,,44.5944037,-102.4280586
WIMBLEDON,ND,Barnes,1893,,47.1698682,-98.4603023
WINSTONS,OR,Douglas,1893,1903,43.1192429,-123.4145214
WOODWARD,OK,Woodward,1893,,36.4257177,-99.3899496
YOACHAM,NV,Lincoln,1893,1902,37.6588537,-114.4938816
YUCAIPE,CA,San Bernardino,1893,1896,34.027311,-117.0396834
ADA,TX,Montgomery,1893,1899,30.4877028,-95.4902204
AMES,TX,Coryell,1893,1957,31.5209949,-97.7794683
ANACONDA,CO,Teller,1893,1917,38.731929,-105.163129
ANDERSON,ID,Latah,1893,1907,46.7993412,-116.5559894
ANTIOCH,KS,Miami,1893,1901,38.7233425,-94.9455204
ALHAMBRA,AZ,Maricopa,1893,1918,33.4983756,-112.1343177
ALPHA,OK,Kingfisher,1893,1903,35.8703197,-98.1003376
ARLETTA,WA,Pierce,1893,1927,47.2900966,-122.6676311
ASPHALTO,CA,Kern,1893,1900,35.3046865,-119.6009563
ATLAS,CA,Napa,1893,1934,38.4290771,-122.2480299
AUTRY,OK,Noble,1893,1894,36.2972705,-97.0080934
AVO,TX,Jones,1893,1900,32.8656686,-99.7159236
BARTON,ND,Pierce,1893,1964,48.5069406,-100.1762455
BEYERSVILLE,TX,Williamson,1893,1909,30.509925,-97.3297182
BLACKBURN,OK,Pawnee,1893,1960,36.3731162,-96.5961392
BLEWETT,WA,Chelan,1893,1924,47.4231774,-120.6592488
BLUFF CENTER,SD,Clay,1893,1895,42.9208283,-97.0892156
BOBO,TX,Shelby,1893,1898,31.9246139,-94.3254779
BROOKDALE,WA,Pierce,1893,1898,47.1417663,-122.3831765
BRYANT,WA,Snohomish,1893,1954,48.23899,-122.1579229
CALLAO,UT,Juab,1893,1960,39.8977179,-113.7086023
CEDAR LAKE,TX,Matagorda,1893,,28.9010869,-95.6368955
CENTERVILLE,CA,Alameda,1893,1956,37.5482697,-121.9885719
CENTERVILLE,ID,Boise,1893,1952,43.9126714,-115.8923353
CHITTENDEN,CA,Santa Cruz,1893,1923,36.9013418,-121.6052218
CHURCH HILL,TX,Rusk,1893,1904,32.1909927,-94.6652088
CLODINE,TX,Fort Bend,1893,1958,29.7074537,-95.688003
COLLEGE,UT,Cache,1893,1904,41.676876,-111.8799443
CORBET,TX,Navarro,1893,1929,32.0065443,-96.5369302
CULLEOKA,TX,Collin,1893,1906,33.1312283,-96.4919315
DALE,OK,Pottawatomie,1893,1966,35.3900678,-97.0450257
DALZELL,SD,Meade,1893,1953,44.3435972,-102.3965527
DELHI,OK,Beckham,1893,1973,35.1747745,-99.6764856
DESERT,TX,Collin,1893,1904,33.3884441,-96.4019277
DOT,OK,Jackson,1893,1901,34.7795085,-99.3353636
DUDLEY,TX,Callahan,1893,1912,32.2581865,-99.6050804
DUNCAN,WA,Spokane,1893,1904,47.5046161,-117.344924
EARL,OK,Johnston,1893,1908,34.2017616,-96.8977861
EASON,OK,Pottawatomie,1893,1907,35.0147975,-97.1303022
ELLIS,SD,Minnehaha,1893,1942,43.5624759,-96.830608
ELM SPRINGS,SD,Meade,1893,,44.3133187,-102.5276665
ENGLEVALE,CA,Humboldt,1893,1894,40.396528,-123.9389307
EULALIE,TX,Rusk,1893,1907,31.9682233,-94.5404836
FAUGHT,TX,Lamar,1893,1905,33.7373286,-95.4207879
FERNANDO,TX,Medina,1893,1898,29.3107917,-98.8100253
FOREST,ID,Lewis,1893,1948,46.1479373,-116.6576451
FOSTER,CA,San Diego,1893,1916,32.9083813,-116.9261385
GAGE,TX,Grayson,1893,1902,33.6751061,-96.7580528
GINDALE,TX,Bell,1893,1905,30.9865722,-97.1980516
GOFFS,CA,San Bernardino,1893,1932,34.9191646,-115.0627541
GORDA,CA,Monterey,1893,1923,35.9324626,-121.4688246
GRANT,ID,Jefferson,1893,1906,43.640745,-112.0133041
HAINESVILLE,TX,Wood,1893,1907,32.717632,-95.3643951
HAY,WA,Whitman,1893,1967,46.6787631,-117.9157735
HAZELTINE,CO,Adams,1893,1907,39.896652,-104.8830315
HECLA,AZ,Yavapai,1893,1894,34.5380811,-112.1215479
HERBERT,OK,Pawnee,1893,1894,36.3100688,-96.4641886
HICKORY,OK,Murray,1893,1964,34.5567558,-96.8602908
HIRAM,TX,Kaufman,1893,1906,32.6434655,-96.1083059
HOGG,TX,Burleson,1893,1905,30.4354858,-96.7985897
HOLLY,WA,Kitsap,1893,1928,47.5575929,-122.9784885
HOMESTEAD,OK,Blaine,1893,1974,36.1497592,-98.3939641
HOWELL,ID,Boise,1893,1895,43.792666,-116.2592906
IGNACIO,CA,Marin,1893,1966,38.0701986,-122.5385899
IUKA,TX,Atascosa,1893,1908,29.045801,-98.7383568
JEWETTA,CA,Kern,1893,1903,35.4444022,-119.0923253
KERN,CA,Kern,1893,1905,34.9994202,-117.6497822
KILDARE,OK,Kay,1893,1978,36.8097565,-97.0492048
KOERTH,TX,Lavaca,1893,1910,29.3091353,-96.9966503
LARCHMONT,WA,Pierce,1893,1905,47.1698214,-122.4337336
LEHIGH,ND,Stark,1893,1921,46.8677856,-102.6946244
LEMERT,ND,Foster,1893,1904,47.5097213,-99.2640044
LIBERTY,UT,Weber,1893,1941,41.3335516,-111.8635514
LITTLE MEDICINE,WY,Albany,1893,1944,42.3844103,-105.978066
LOVELACE,TX,Hill,1893,1908,32.0890416,-97.1286174
MALTBY,WA,Snohomish,1893,1953,47.8050984,-122.1131816
MANDA,TX,Travis,1893,1902,30.4027057,-97.4683327
MANDT,ND,Walsh,1893,1904,48.4197136,-97.600918
MARIDA,CA,San Bernardino,1893,1895,34.1930639,-117.3675463
MATINBURG,TX,Camp,1893,1918,32.9023497,-95.0446609
MAZA,ND,Towner,1893,1964,48.3936115,-99.1984693
MCKINNEY,OK,Noble,1893,1897,36.4772614,-97.2825457
MERCUR,UT,Tooele,1893,1944,40.3207801,-112.2121665
MIMA,WA,Thurston,1893,1898,46.8653769,-123.0665297
MONTHALIA,TX,Gonzales,1893,1968,29.4688475,-97.6086071
MORRIS RANCH,TX,Gillespie,1893,1954,30.2171484,-99.0122646
NECESSITY,TX,Stephens,1893,1912,32.6484586,-98.7750632
NEMO,TX,Somervell,1893,,32.259866,-97.6519696
NEW SWEDEN,TX,Travis,1893,1902,30.4085384,-97.5130563
NORWOOD,TX,McLennan,1893,1901,31.414338,-97.0541632
NUGENT,TX,Jones,1893,1956,32.6940074,-99.6675881
OCKENDEN,CA,Fresno,1893,1918,37.0888364,-119.3176257
OCKONOOK,ID,Boundary,1893,1900,48.9982855,-116.4979886
ORCHARD,ID,Ada,1893,1967,43.3146137,-116.0262139
PARK SPRINGS,TX,Wise,1893,1954,33.405388,-97.8189237
PIDCOKE,TX,Coryell,1893,1944,31.279057,-97.8883579
PITTS,TX,Motley,1893,1898,34.162849,-100.9520872
POTOSI,TX,Taylor,1893,1928,32.3292957,-99.6564729
PRITCHETT,TX,Upshur,1893,1954,32.6618049,-95.0185517
PROSPECT,TX,Clay,1893,1944,33.4828856,-98.1914336
RATTAN,TX,Delta,1893,1906,33.415386,-95.7819067
REDFERN,SD,Pennington,1893,1923,44.0024842,-103.6449165
RICHMOND,OK,Woodward,1893,1923,36.1908732,-99.0523209
RIVERTON,CA,El Dorado,1893,1898,38.7710159,-120.4493659
ROLYAT,TX,Bowie,1893,1906,33.5362241,-94.687988
ROSENA,CA,San Bernardino,1893,1901,34.0922335,-117.435048
ROSWELL,ID,Canyon,1893,1954,43.74905,-116.96182
RUMFORD,SD,Fall River,1893,1958,43.126637,-103.6979776
RYDAL,KS,Republic,1893,1953,39.8133402,-97.7114313
SALEM,ID,Madison,1893,1916,43.8765782,-111.7730207
SAN PABLO,CO,Costilla,1893,,37.1491837,-105.3969555
SEMITROPIC,CA,Kern,1893,1913,35.6019026,-119.5084523
SHANNON,TX,Clay,1893,1954,33.4739969,-98.2589357
SHUMWAY,AZ,Navajo,1893,1956,34.4061497,-110.0728917
SILICA,KS,Rice,1893,1953,38.3516783,-98.4620165
SILO,OK,Bryan,1893,1946,34.0414857,-96.4741606
SKYLAND,CA,Santa Cruz,1893,1910,37.1063362,-121.9338465
STAMPEDE,TX,Bell,1893,1901,31.2821166,-97.403899
STARR,UT,Juab,1893,1916,39.8682875,-111.8552132
STONEBURG,TX,Montague,1893,1954,33.6712149,-97.9053133
SUGDEN,OK,Jefferson,1893,1955,34.0820392,-97.9783692
SYLVANITE,CO,San Juan,1893,1894,37.7227765,-107.5039473
TOLUCA,CA,Los Angeles,1893,1906,34.1722281,-118.3789684
TRUCE,TX,Jack,1893,1905,33.4131651,-98.0308737
TUDOR,CA,Sutter,1893,1942,39.004894,-121.6235748
TYEE,WA,Clallam,1893,1905,48.0572994,-124.347435
VANDERBILT,CA,San Bernardino,1893,1900,35.3305443,-115.2510971
VERDURE,UT,San Juan,1893,1934,37.7858284,-109.3487287
VIRGINIA CITY,WA,Okanogan,1893,1899,48.090145,-119.7808943
WAGONER,AZ,Yavapai,1893,1969,34.2136393,-112.5357279
WATERLOO,TX,Williamson,1893,1904,30.6388077,-97.3883328
WATERLOO,WA,Stevens,1893,1914,48.3673952,-118.1177662
WAUKON,WA,Lincoln,1893,1973,47.539605,-117.8432805
WEST RIVERSIDE,CA,Riverside,1893,1901,34.011681,-117.3833789
WESTLAKE,ID,Idaho,1893,1951,46.1218261,-116.50709
WHITEFLAT,TX,Motley,1893,1966,34.1053508,-100.889583
WHITEHOUSE,CA,Shasta,1893,1913,40.6576498,-122.433622
YANKEE,CO,Clear Creek,1893,1910,39.8263763,-105.6238902
BELTON,OK,Lincoln,1893,1895,35.8231132,-97.0950314
BOUNDARY,WA,Stevens,1893,1951,48.9826934,-117.6377544
ELBOWOODS,ND,McLean,1893,1954,47.5847282,-102.1532285
WITCH CREEK,CA,San Diego,1893,1938,33.0805997,-116.714744
ELM,OK,Custer,1893,1920,35.7586846,-99.0660543
KASSEL,ND,McIntosh,1893,1905,46.0240593,-99.6709422
LOWELL,TX,Erath,1893,1907,32.2543038,-98.4728275
TODD,OK,Blalne,1893,1895,36.0924181,-98.2420983
ALMONT,TX,Bowie,1893,1904,33.5976161,-94.4965941
HOAGLIN,CA,Trinity,1893,1936,40.1120931,-123.4203013
VALENCIA,CA,Santa Cruz,1893,1909,36.9769678,-121.8954649
HARTZELL,OK,Oklahoma,1893,1906,35.5958915,-97.3642028
CORALEA,OK,Harmon,1893,1907,34.7333958,-99.760097
CORDELIA,ND,Bottineau,1893,1910,48.8492323,-100.2485894
CROSS,OK,Kay,1893,1903,36.7083698,-97.089206
ISLAND,WA,Island,1893,1905,48.162897,-122.575263
THOMPSON,SD,Campbell,1893,1894,45.6360959,-99.778174
TITUS,TX,Titus,1893,1906,33.216603,-94.9656722
BURCHAM,CA,San Bernardino,1893,1898,34.9502603,-116.8772588
INTEGRAL,CA,Trinity,1893,1903,41.1462596,-122.5364072
ALLISON,NM,Grant,1893,1901,32.8717386,-108.4942179
HOLMES,WY,Albany,1893,1950,41.2174724,-106.2736283
SILVANO,CA,San Diego,1893,1901,33.1814274,-116.965584
SUMMERDALE,CA,Mariposa,1893,1908,37.4918826,-119.6334866
AMIZETT,NM,Taos,1893,1902,36.5947511,-105.4502846
CASABLANCA,TX,Jim Wells,1893,1922,28.000849,-97.9038886
CHALLENDER,AZ,Coconino,1893,1897,35.2344564,-112.0251635
CLAUDINE,TX,Fort Bend,1893,1893,29.7074537,-95.688003
EDEN VALE,CA,Santa Clara,1893,1916,37.2649431,-121.8180072
GRANTS SPRINGS,CA,Mariposa,1893,1893,37.7010422,-120.2957464
GRINDALE,TX,Bell,1893,1893,30.9865722,-97.1980516
HARDINS STORE,TX,Leon,1893,1900,31.3354577,-95.7035638
MARKBELT,TX,Brazoria,1893,1893,29.5635666,-95.2860474
SAINT HELEN,WA,Cowlitz,1893,1936,46.3442747,-122.5287198
TROUSDALE,KS,Harvey,1893,1906,38.1027886,-97.390037
TYSONS,AZ,La Paz,1893,1895,33.6639137,-114.2299486
YELLOW JACKET,ID,Lemhi,1893,1895,44.9796397,-114.531752
DERANCH,WY,Fremont,1893,1905,43.4632912,-107.7503612
MEAD,WY,Carbon,1893,1899,41.6919054,-106.7658662
LEON,WA,Pierce,1893,1894,47.2158925,-122.4309276
AFTON,KS,Marshall,1893,1901,,
AGUAFRIA,AZ,Yavapai,1893,1895,,
AMAZON,KS,Finney,1893,1896,,
AMBRO,ND,Cavalier,1893,1901,,
BARNHART,TX,Rusk,1893,1904,,
ANTELOPE,OK,Roger Mills,1893,1908,,
ALPHA,TX,Dallas,1893,1904,,
ARAPAHOE AGENCY,WY,Fremont,1893,1906,,
ARNOLD,OK,Noble,1893,1894,,
BATH,CO,Chaffee,1893,1903,,
BELVEY,TX,Borden,1893,1895,,
BEULAH,TX,Palo Pinto,1893,1896,,
BISHOP,TX,Collin,1893,1893,,
BISSELL,TX,Armstrong,1893,1897,,
BLAINE,TX,Van Zandt,1893,1907,,
BLAINE,CA,Humboldt,1893,1895,,
BLOOMER,OK,Garfield,1893,1901,,
BLY,TX,Titus,1893,1908,,
BOREN,TX,Panola,1893,1905,,
BREWSTER,CA,Shasta,1893,1895,,
BRIGHTON,TX,Nueces,1893,1920,,
BROWNSVILLE,ID,Idaho,1893,1894,,
BUCKHEAD,OK,Cleveland,1893,1906,,
CABLE,CO,Lincoln,1893,1895,,
CAMERON,KS,Harper,1893,1900,,
CARL,KS,Jackson,1893,1907,,
CARLISLE,OR,Crook,1893,1895,,
CARR,NM,Valencia,1893,1895,,
CATAWBA,OK,Blaine,1893,1902,,
CECIL,TX,Walker,1893,1909,,
CHARCO,NM,San Miguel,1893,1894,,
CHASE,TX,Bosque,1893,1906,,
CLEVELAND,CA,Merced,1893,1912,,
COBB,TX,Freestone,1893,1896,,
COLBERT,TX,Erath,1893,1894,,
COLETOWN,TX,Montgomery,1893,1895,,
COLINZO,SD,McPherson,1893,1893,,
CRANDALL,WA,Pend Oreille,1893,1900,,
DELFINA,TX,Hidalgo,1893,1920,,
DEMOCRAT,TX,Comanche,1893,1919,,
DENSON SPRING,TX,Anderson,1893,1918,,
DILLON,OK,Custer,1893,1894,,
DOCK,TX,Scurry,1893,1893,,
DURET,ID,Gooding,1893,1900,,
DURST,TX,Angelina,1893,1898,,
EAGLE,UT,Garfield,1893,1897,,
ECCLES,CA,Santa Cruz,1893,1915,,
ECHO MOUNTAIN,CA,Los Angeles,1893,1910,,
EDMOND,TX,Houston,1893,1896,,
EDNA,ID,Boise,1893,1911,,
ELDER,CA,Humboldt,1893,1913,,
ELISIO,CA,Ventura,1893,1900,,
EMPORIA,TX,Angelina,1893,1907,,
ENEHOE,OK,Canadian,1893,1904,,
EVERGREEN,SD,Grant,1893,1902,,
FAIRBANKS,CA,Mendocino,1893,1910,,
FANNIE,OK,Garfield,1893,1898,,
FAULKNER,NM,Sierra,1893,1898,,
FELIX,WY,Campbell,1893,1904,,
FERGUS,ND,Grand Forks,1893,1919,,
FERRIS,MT,Powder River,1893,1902,,
FOX,TX,Hunt,1893,1894,,
FRALEY,NM,Socorro,1893,1896,,
FULLER,TX,Wichita,1893,1893,,
GATH,OK,Blaine,1893,1894,,
GAZELLE,TX,Hall,1893,1903,,
GEST,CA,Lassen,1893,1895,,
GLENELLA,OK,Garfield,1893,1903,,
GLENNIS,WA,Pierce,1893,1898,,
GOLDSMITH,WY,Laramie,1893,1914,,
GOWER,TX,Williamson,1893,1896,,
HANNA,TX,Wise,1893,1904,,
HARDENBURG,CA,Amador,1893,1896,,
HARTFORD,CA,Los Angeles,1893,1895,,
HAYES,CA,Fresno,1893,1902,,
HERWIG,TX,Blanco,1893,1902,,
HILLEBRAND,TX,Colorado,1893,1895,,
HODGSON,TX,Biowie,1893,1904,,
HOMER,OK,Creek,1893,1916,,
HOMESTEAD,TX,Floyd,1893,1898,,
HOUGH,KS,Russell,1893,1895,,
HUNTER,NM,Rio Arriba,1893,1894,,
INDEX,TX,Bowie,1893,1895,,
JAMISON,CA,Fresno,1893,1911,,
JETSAM,WY,Platte,1893,1900,,
JUMPER,OK,Pottawatomie,1893,1894,,
JUNIPER,TX,Coke,1893,1895,,
KEECHI,TX,Jack,1893,1901,,
KENSINGTON,CA,Santa Clara,1893,1895,,
KOEHN,CA,Kern,1893,1899,,
KOR,WY,Park,1893,1895,,
KOSSUTH,KS,Linn,1893,1905,,
KYMO,AZ,Yavapai,1893,1907,,
LAKE CUSHMAN,WA,Mason,1893,1922,,
LAKOTA,TX,Parker,1893,1907,,
LAMONT,TX,Eastland,1893,1893,,
LINDEN,OK,Cleveland,1893,1906,,
LONGTOWN,OK,Choctaw,1893,1893,,
LOOKOUT,TX,Bexar,1893,1902,,
LORENZ,TX,Wilson,1893,1899,,
LOVE,TX,Goliad,1893,1897,,
LOVEL,OK,Payne,1893,1902,,
MADGE,TX,Coleman,1893,1907,,
MALVERN,TX,Fort Bend,1893,1897,,
MANESE,OK,Blaine,1893,1906,,
MANVEL,CA,San Bernardino,1893,1907,,
MAPES,TX,Wood,1893,1894,,
MCDOWELL,TX,Jackson,1893,1894,,
MIFFLIN,TX,Donley,1893,1899,,
MILLBROOK,CO,Custer,1893,1895,,
MONTVALE,TX,Coleman,1893,1911,,
MOUND,CO,El Paso,1893,1894,,
MUDDY,WY,Carbon,1893,1895,,
MYRA,WY,Laramie,1893,1895,,
NEDROW,WA,Skagit,1893,1896,,
NILAR,TX,Floyd,1893,1894,,
NITA,CA,Lake,1893,1898,,
NORA,OK,Lincoln,1893,1902,,
NYE,OK,Beaver,1893,1919,,
OAKDALE,OK,Kiowa,1893,1900,,
OKIE,WY,Fremont,1893,1894,,
ORR,KS,Doniphan,1893,1897,,
OTIS,AZ,Pinal,1893,1893,,
OUTING,CA,Riverside,1893,1902,,
OWENSBURG,TX,Bowie,1893,1894,,
OXLEY,OK,Blaine,1893,1901,,
OXUS,WY,Sheridan,1893,1903,,
PEARL,SD,Jerauld,1893,1895,,
PENROSE,CA,Ventura,1893,1905,,
PERRY,ND,Sargent,1893,1912,,
PILOT,OK,Chickasaw,1893,1894,,
PINES,CA,San Luis Obispo,1893,1893,,
POLK,TX,Caldwell,1893,1896,,
POMPEY,TX,Mills,1893,1893,,
PUGH,TX,Parker,1893,1900,,
RAGLEY,TX,Marion,1893,1898,,
RATHBONE,OK,Custer,1893,1904,,
RAYNETA,CA,Riverside,1893,1901,,
RECLUSE,CA,San Diego,1893,1898,,
REDMOON,OK,Roger Mills,1893,1918,,
REINA,MT,Valley,1893,1894,,
REXUS,OK,Pottawatomie,1893,1906,,
RHODE LAKE,WA,Pierce,1893,1895,,
RHODES,TX,Rusk,1893,1906,,
RICE,OK,Chickasaw Nation,1893,1894,,
RILEY,TX,Montague,1893,1893,,
ROAN,CO,Mesa,1893,1894,,
ROTTERDAM,ND,McIntosh,1893,1897,,
SAMSVILLE,OK,Custer,1893,1906,,
SANTA FE,OK,Kay,1893,1894,,
SAUZ,TX,Willacy,1893,1915,,
SERVADO,OK,Oklahoma,1893,1905,,
SHAKESVILLE,CA,Del Norte,1893,1894,,
SNEED,TX,Mills,1893,1900,,
SPENCER,TX,Hunt,1893,1893,,
STOUGHTON,ND,Grand Forks,1893,1905,,
THE GEYSERS,CA,Sonoma,1893,1935,,
THENY,TX,Comanche,1893,1909,,
THRASH,TX,Nacogdoches,1893,1894,,
TOLLETTE,TX,Lamar,1893,1904,,
TOMATO,TX,Callahan,1893,1898,,
TYRO,KS,Montgomer,1893,,,
VAUD,NM,Eddy,1893,1894,,
VETO,TX,Jack,1893,1905,,
WARNER,WA,Chelan,1893,1893,,
WASIOJA,CA,Santa Barbara,1893,1933,,
WELFORD,WA,Stevens,1893,1895,,
WESSON,TX,Comal,1893,1907,,
WEST,OK,Logan,1893,1902,,
WHITEHEAD,OK,Ellis,1893,1901,,
WINDCAVE,SD,Custer,1893,1908,,
WOODHULL,ND,Richland,1893,1914,,
ADEN,NM,Dona Ana,1894,1925,32.1528722,-107.1275128
ADNA,WA,Lewis,1894,,46.6278632,-123.0597768
ALBANY,OK,Bryan,1894,,33.881789,-96.1619386
ALINE,OK,Alfalfa,1894,,36.5094923,-98.4509272
ALPINE,NV,Churchill,1894,1914,39.5371427,-117.8365086
ALTADENA,CA,Los Angeles,1894,1920,34.1848971,-118.1319308
ANTONE,OR,Wheeler,1894,1948,44.4715299,-119.8099881
ARBOR,NE,Lancaster,1894,1900,40.8955566,-96.6730699
ASH,OR,Douglas,1894,1934,43.5523387,-123.821766
ASHFORD,WA,Pierce,1894,,46.7587114,-122.0316784
AURORA,OR,Marion,1894,,45.2230465,-122.7596478
BAGNELL,OR,Curry,1894,1895,42.4664984,-124.3678804
BASIN,OR,Malheur,1894,1895,44.4262709,-117.598255
BAY CITY,TX,Matagorda,1894,,28.9650562,-95.9733815
BEAN,MT,Carbon,1894,1900,45.0593944,-108.6965202
BIGLOW,OR,Sherman,1894,1902,45.6429038,-120.5928323
BINGER,OR,Douglas,1894,1902,42.82901,-123.1192254
BIVINS,TX,Cass,1894,,33.0199602,-94.1987999
BLANCA,CO,Costilla,1894,,37.4353348,-105.5163856
BLAND,NM,Sandoval,1894,1935,35.7575258,-106.4653087
BOKCHITO,OK,Bryan,1894,,34.0169026,-96.1455577
BOSTONIA,CA,San Diego,1894,1958,32.8068156,-116.9353839
BOWLER,MT,Carbon,1894,1936,45.2049494,-108.719023
BRADY,NE,Lincoln,1894,,41.022805,-100.3664307
BRANSCOMB,CA,Mendocino,1894,,39.6541344,-123.626902
BRIDGE,OR,Coos,1894,1945,43.0239994,-124.0070412
BUCHANAN,ND,Stutsman,1894,,47.0633074,-98.828911
BURLINGAME,CA,San Mateo,1894,,37.5779366,-122.346038
BURNEY,CA,Shasta,1894,,40.8893326,-121.6522362
BURTON,MT,Teton,1894,1899,47.8855112,-112.1119617
BURTON,WA,King,1894,1974,47.3902491,-122.4656578
BUTTE,MT,Silver Bow,1894,,45.9839808,-112.5264784
CAMAS,WA,Clark,1894,,45.5865485,-122.4040316
CAMP TAYLOR,CA,Marin,1894,1912,38.0196452,-122.72971
CARSON,WA,Skamania,1894,,45.7293114,-121.8199476
CASTAIC,CA,Los Angeles,1894,1975,34.4354466,-118.628688
CAYUGA,TX,Anderson,1894,,31.9567328,-95.9765121
CEDAREDGE,CO,Delta,1894,,38.9000529,-107.9251293
CHACON,NM,Mora,1894,,36.1336378,-105.3688076
CHEROKEE,OK,Alfalfa,1894,,36.7395528,-98.3595804
CHESTER,CA,Plumas,1894,,40.3090501,-121.2282963
CHESTER,ID,Fremont,1894,,43.9985135,-111.5740921
CHESTNUT,MT,Gallatin,1894,1897,45.6477097,-110.8888309
CHIMAYO,NM,Rio Arriba,1894,,36.004152,-105.9474721
CLARKIA,ID,Shoshone,1894,,47.0116248,-116.2530838
